start log content
tm=2019-12-04 19:12:52,change:p9主城,宝石列表删除BindNotfiyListener,wdz
tm=2019-12-04 19:25:30,change:p9主城删除BindNotfiyListener,wdz
tm=2019-12-05 14:33:32,change:p9主城 延迟刷新 RefreshMenuButton,wdz
tm=2019-12-05 17:11:01,change:p9主城 删除老版本越南相关内容,wdz
tm=2019-12-09 17:39:52,change:p9项目增加竞技场战斗力计算,wdz
tm=2019-12-11 13:28:32,change:p9增加一个预加载表格,wdz
tm=2019-12-11 19:18:57,change:p9修改fps,wdz
tm=2019-12-17 18:43:32,change:p9越南至尊卡修改,wdz
tm=2019-12-17 19:48:02,change:p9武将详细信息延迟刷新,wdz
tm=2019-12-17 19:51:34,change:p9副本云打开删除,wdz
tm=2019-12-17 20:15:52,change:p9副本云打开,wdz
tm=2019-12-18 18:42:17,change:p9正式版本,GM号报错提示@HOOK:DO_NOT_CHECK_FILE,wdz
tm=2019-12-18 19:12:29,change:p9分辨率调整,wdz
tm=2019-12-25 15:24:02,change:p9 报错提示调整@HOOK:DO_NOT_CHECK_FILE,wdz
tm=2019-12-31 17:01:07,change:p9服务端战斗修改,wdz

tm=2019-07-08 09:43:13,Fix:布阵界面调整！,sunyonghuang
tm=2019-07-08 14:09:54,Fix:0002183: 西域胡商->1、标题字体需要缩小，超框了2、活动剩余时间超框了，需要调整,sunyonghuang
tm=2019-07-08 14:30:04,Fix:0002182: 聚宝转盘；规则说明内容超框,sunyonghuang
tm=2019-07-08 14:46:08,Fix:0002179: 公会首领->1、模型过大2、规则说明需要左缩进1个字符,sunyonghuang
tm=2019-07-08 15:19:44,Fix:0002100: 名将录地图->地图拖动改成：策划配置多少个武将，界面就可拖动范围到最后一个武将的时候停住。,sunyonghuang
tm=2019-07-08 15:43:13,Fix:主将设置界面,确定文本坐标微调！,sunyonghuang
tm=2019-07-09 09:27:16,Fix:副本地图位置微调,sunyonghuang
tm=2019-07-09 11:28:55,Fix:全屏特效防守方不放技能问题修复！,sunyonghuang
tm=2019-07-09 16:04:58,Add:必杀技开始前的spine动画颜色添加,sunyonghuang
tm=2019-07-10 18:56:03,Fix:0002164: 器械营未解锁，但点击装备按钮后却可以装上去,sunyonghuang
tm=2019-07-10 19:22:59,Fix:0002256: 战力提升界面->1.之前是读取itemid，现在帮忙改成读取路径，我直接配图片，不要品质框，然后icon放大点2.前往按钮帮忙缩小点，字体用美术程序字,sunyonghuang
tm=2019-07-11 10:16:41,Fix:0002244: 神兵洗练相关->1.等级和进度条展示向下移动2.按钮字体换成程序美术字3.神兵升级界面的字体歪了4.宝石的展示icon未替换为最新的,sunyonghuang
tm=2019-07-11 14:40:57,Fix:0002242: 过关斩将->布阵上的武将增加血条展示，我方是红色的，敌方是蓝色的,sunyonghuang
tm=2019-07-11 19:36:04,Fix:0002263: 战斗主将->1.战斗场景底下一排武将，资源用不规则的头像框2.战斗场景击杀资源已有,sunyonghuang
tm=2019-07-11 20:06:17,Fix:物品品质框添加,sunyonghuang
tm=2019-07-12 08:41:08,Fix:背包icon底图跟品质框添加~！,sunyonghuang
tm=2019-07-12 09:02:45,Fix:formula_war作战公式跟formula公式策划更新,sunyonghuang
tm=2019-07-12 09:54:13,Fix:0002269: 规则里面的道具展示问题->根据图片做适配，后面的文字跟在图片后面一点点，不然现在图标如果策划自行缩放的话，会导致后面空了一大截	0002250: 比武场规则->	如下图，物品图标与数字间隔过大,sunyonghuang
tm=2019-07-12 15:04:52,Fix:0002276: 布阵上方的克制,sunyonghuang
tm=2019-07-12 15:38:18,Fix:0002284: 品质框问题->1.武将背包的武将底框偏移了，最底层的背景图左移一个像素2.布阵界面，武将头像框没有加最底层的背景图3.神兵界面的神兵底层的背景图错乱，红色的品质框应该对应红色的底，橙色应该对应的橙色的底4.商城和其他地方的道具，背景图没有铺满5.仓库的神兵，品质框没对应，红色神兵应该用红色的底框，但是显示的是白色的品质框,sunyonghuang
tm=2019-07-12 15:46:06,Fix:0002283: 公会界面；icon中的字号过大了,sunyonghuang
tm=2019-07-12 16:21:50,Fix:0002275: 副本战场释放技能->释放技能弹出的技能提示框,sunyonghuang
tm=2019-07-12 16:33:34,Fix:0002243: 布阵激活状态->横条没有适配，目前被截了一部分,sunyonghuang
tm=2019-07-12 17:23:01,Fix:0002219: 游历天下->	物品道具icon去掉品质框，跟p6一样,sunyonghuang
tm=2019-07-12 18:52:52,Fix:0002029: 副本战斗界面问题->1、血条上方，对战双方名字颜色与设计图不一致2、倒计时字体与设计图不一致3、满星显示和副本buff显示位置、大小与设计图不一致4、底下将领技能框与设计图不符,sunyonghuang
tm=2019-07-12 19:03:59,Fix:0002148: 好友；背景图未替换,sunyonghuang
tm=2019-07-12 19:44:06,Fix:0002215: 国战界面有黑边,sunyonghuang
tm=2019-07-13 10:34:02,Fix:战斗攻击方跟防守方,武将使用技能名称颜色跟背景图替换,sunyonghuang
tm=2019-07-13 10:47:17,Fix:0002209: 聊天红包；界面超框了，背景小了,sunyonghuang
tm=2019-07-13 11:55:49,Fix:0002208: 聊天系统->1、竞技场发送挑战的信息与设计图不符2、重登之后挑战信息会消失,sunyonghuang
tm=2019-07-13 12:48:29,Fix:0002243: 布阵激活状态->	横条没有适配，目前被截了一部分,sunyonghuang
tm=2019-07-13 13:09:43,Fix:0002158: 副本助战，武将图标出现名字,sunyonghuang
tm=2019-07-13 14:13:20,Fix:0002088: 公会战聊天图标是旧资源，点击无效果,sunyonghuang
tm=2019-07-13 15:03:41,Fix:后宫美女名字坐标微调,sunyonghuang
tm=2019-07-13 15:09:06,Fix:0002026: 后宫；如图界面无法弹出技能说明框,sunyonghuang
tm=2019-07-15 09:26:10,Fix:布阵界面克制图片调整,sunyonghuang
tm=2019-07-15 13:24:04,Fix:英雄碎片item图片坐标微调,sunyonghuang
tm=2019-07-15 14:35:10,Fix:0002303: 游历天下,sunyonghuang
tm=2019-07-15 14:49:58,Fix:充值完报错问题！,sunyonghuang
tm=2019-07-15 14:56:13,Fix:0002300: 七天壕礼->1、特效框小了2、底下红框里的字体颜色换一下,sunyonghuang
tm=2019-07-15 15:32:34,Fix:0002307: 战斗失败报错,sunyonghuang
tm=2019-07-15 16:01:24,Fix:0002298: 招募大会界面问题->1、规则说明图标位置调整2、按钮文字未上下居中对齐,sunyonghuang
tm=2019-07-15 16:26:47,Fix:0002292: 布阵界面，战争器械图标问题->1、战争器械地图边框超标2、物品装备上去后，“战争器械”四个字显示在图标底下3、物品卸载后，“战争器械”四个字不见了。。。4、根据坚爷的意思“战争器械”四个字放在icon下方,sunyonghuang
tm=2019-07-15 18:44:01,Fix:0002299: 中秋博饼,sunyonghuang
tm=2019-07-15 19:58:44,Fix:0002291: 聊天红包；红包界面没有统计世界、公会以及联盟发的红包,sunyonghuang
tm=2019-07-16 09:39:30,Fix:比武场，如果三个动画没跑完就点击进入布阵界面报错问题！,sunyonghuang
tm=2019-07-16 09:50:31,Fix:0002318: 过关斩将；兑换奖励的icon要正式的，字号太大了,sunyonghuang
tm=2019-07-16 10:06:21,Fix:酒馆图鉴，跳转武将背包报错问题！,sunyonghuang
tm=2019-07-16 14:12:47,Fix:0002308: 酒馆->1、道具兑换的选项，招募令消耗不刷新2、有征军令却消耗钻石3、有征军令时，抽取界面优先显示征军令,sunyonghuang
tm=2019-07-16 15:54:01,Fix:0002341: 活动特效；大小不贴合，需要调整,sunyonghuang
tm=2019-07-16 16:16:22,Fix:0002349: 仓库武魂，器魂的显示->1.去掉icon又下角的1件，2件 的 “件”字2.武魂的小icon放到icon的右下角，数量的数字盖在最顶层3.神兵的器魂 也通用这个武魂的小icon，也就是说物品类型为6的器魂，也用五虎的icon,sunyonghuang
tm=2019-07-16 16:27:39,Fix:0002345: 信物图标->图标替换错误；文字替换： “信物” 换成“武魂”,sunyonghuang
tm=2019-07-16 17:48:32,Fix:屏蔽分享红点,sunyonghuang
tm=2019-07-16 19:11:05,Fix:0002354: 布阵->	1.布阵界面的武将的星星，贴在武将头像框的底和武将背包一样，漏出来一点2.布阵下方武将展示了，少了战力的显示,sunyonghuang
tm=2019-07-16 19:17:49,Fix:布阵界面战争器械按钮文本,sunyonghuang
tm=2019-07-16 19:28:18,Fix:0002325: 国战官职->1.国战官职图标不要加品质框2.玩家头像的框应该跟角色信息那边的框一致3.官职NPC名字应该移到头像框上方,sunyonghuang
tm=2019-07-17 09:39:38,Fix:0002357: 国战->1.点开瞬移，头像要缩小点，太大了，盖住框了2.国战上方的血条没贴紧，空了一截3.国战的补兵向上移动到等级的左边位置4.军团的血量太长了，缩短点，不要超过国家标签，跟名字的黑铁一样长5.国战的编队血量展示要在武将框里，左右和下方贴紧在武将头像框里6.军团列表里的武将血条也要左右和下方贴紧在武将头像框里7.确定和取消按钮，移动到下方一点,sunyonghuang
tm=2019-07-17 09:55:26,Fix:0002142: 器械营；升星->1、技能相关icon未替换2、新天赋那一行，字号需要增大3、天赋说明字体颜色不对,sunyonghuang
tm=2019-07-17 10:46:14,Fix:聊天修改,sunyonghuang
tm=2019-07-17 11:18:07,Fix:0002363: icon问题->icon调大点，数量的显示放进icon的右下角，改成字库里的字体,sunyonghuang
tm=2019-07-17 14:49:36,Fix:0002362: 布阵相关,sunyonghuang
tm=2019-07-17 15:52:50,Fix:真机上布阵卡住问题(名字宽度设置问题),sunyonghuang
tm=2019-07-17 16:16:15,Fix:0002370: icon层级问题,sunyonghuang
tm=2019-07-17 16:39:18,Fix:0002385: 商店会员礼包特效,sunyonghuang
tm=2019-07-17 17:21:45,Fix:0002387: 活动界面里的图标对齐,sunyonghuang
tm=2019-07-17 17:30:20,Fix:0002392: 武将名字换个颜色->橙将：255,255,0紫将：153,51,250蓝将：30,144,255绿色：127,255,0去掉描边看看,sunyonghuang
tm=2019-07-17 18:49:21,Fix:0002389: 活动；下方空白过大,sunyonghuang
tm=2019-07-17 19:44:17,Fix:酒馆为拥有图鉴点击进入武将背包报错问题！,sunyonghuang
tm=2019-07-17 20:24:34,Fix:装备进阶/升级后，武将信息界面的装备没有实时刷新问题！,sunyonghuang
tm=2019-07-18 09:59:07,Fix:手机上，战斗场景时间文本没显示修复！,sunyonghuang
tm=2019-07-18 10:36:00,Fix:0002402: 遊歷天下 购买次数后需要 退出玩法后重进才可摇色子,sunyonghuang
tm=2019-07-18 10:57:35,Fix:0002410: 商店；元宝的位置需要更改，如图所示,sunyonghuang
tm=2019-07-18 11:47:46,Fix:	0002316: 过关斩将标题消失,sunyonghuang
tm=2019-07-18 14:44:19,Fix:0002418: 每日任务，文字数字重叠,sunyonghuang
tm=2019-07-18 15:49:49,Fix:0002402: 遊歷天下 疯狂点击骰子问题,sunyonghuang
tm=2019-07-18 17:35:51,Fix:0002455: 公会福利，后两个任务无法完成,sunyonghuang
tm=2019-07-18 17:57:54,Fix:0002462: 神兵；字糊掉了，如图,sunyonghuang
tm=2019-07-19 14:42:39,Fix:0002471: 聊天界面问题->1、国家频道，会看到其他国家的玩家发言2、玩家发言的时间排序不对,sunyonghuang
tm=2019-07-19 16:12:43,Fix:0002446: 副本界面，可攻击图标放到模型脸上,sunyonghuang
tm=2019-07-22 16:32:46,Fix:有官职玩家发送红包消息的时候，移植自P6的方法名称没有改过来导致报错！,sunyonghuang
tm=2019-07-22 17:57:24,Fix:0002480: 问鼎天下特效->	H_ui_wendingtianxia_tishi 问鼎天下下一步提示框H_ui_wendingtianxia_kuang 问鼎天下领取物品框0002467: 问鼎天下显示问题-> 问鼎天下显示bug0002468: 稳定天下；界面问题,sunyonghuang
tm=2019-07-23 09:39:41,Fix:0002421: 国战->小兵在城墙上面1.全部往左边移动出来一点2.是不是城墙那个控件放到最顶层就可以？,sunyonghuang
tm=2019-07-23 09:40:13,Fix:背包物品置灰方法修改！,sunyonghuang
tm=2019-07-23 09:52:26,Fix:0002400: 首冲奖励，界面未居中,sunyonghuang
tm=2019-07-23 10:03:58,Fix:0002490: 点击充值报错,sunyonghuang
tm=2019-07-23 14:58:04,Fix:0002497: 比武场->1.头像调大点2.兵种类型 的icon和武将品阶icon重叠了,sunyonghuang
tm=2019-07-23 15:12:33,Fix:0002498: 玩家名字显示->名字一长就显示不出来,sunyonghuang
tm=2019-07-23 18:09:24,Fix:首充按钮文本,sunyonghuang
tm=2019-07-24 09:09:27,Fix:世界BOSS奖励一览手机上点击报错问题修复(载入josn的时候，大小写问题导致！),sunyonghuang
tm=2019-07-24 10:49:17,Fix:0002486: 国战多人进攻，队伍重叠,sunyonghuang
tm=2019-07-24 14:02:14,Fix:0002483: 国战观战；血条显示越打越多，但实际没有增加,sunyonghuang
tm=2019-07-24 14:56:26,Fix:红包已领取增加类型单位判断,sunyonghuang
tm=2019-07-24 15:18:31,Fix:0002513: 限时神将；元宝图标过大,sunyonghuang
tm=2019-07-24 15:49:31,Fix:0002493: 1vs1挑战，地方buff列表按键位置调整->目前位置有点偏，调整到与敌方对称位置,sunyonghuang
tm=2019-07-24 16:35:04,Fix:0002422: 【模拟器】武将天赋；天赋的技能描述超框了,sunyonghuang
tm=2019-07-24 17:21:20,Fix:0002521: 武将背包->这边的颜色可能要改下，顺便加个黑色描边,sunyonghuang
tm=2019-07-25 19:58:59,Fix:0002528: 聊天 1v1挑战->1挑战的显示，要有发出人的头像框，挑战文本的用通用的聊天框2上排的 公会 国家 私聊 世界 用字库里的字体，同时把字移到中间,sunyonghuang
tm=2019-07-26 15:14:51,Add:扫荡时本次登陆不再提示文本,sunyonghuang
tm=2019-07-26 15:15:50,Add:游历天下本次登陆不再提示文本,sunyonghuang
tm=2019-07-26 15:19:27,Add:中秋博饼本次登陆不再提示文本,sunyonghuang
tm=2019-07-26 15:20:02,Add:后宫玫瑰购买本次登陆不再提示文本,sunyonghuang
tm=2019-07-26 15:20:33,Add:神秘商店购买本次登陆不再提示文本,sunyonghuang
tm=2019-07-26 17:00:58,Add:烽火台选择难度界面,sunyonghuang
tm=2019-07-26 19:59:45,Add:各种情缘包开启增加批量操作,sunyonghuang
tm=2019-07-29 14:17:20,Fix:删除旧资源后，登入报错！,sunyonghuang
tm=2019-07-29 14:38:42,Fix:进入主城报错,sunyonghuang
tm=2019-07-29 15:19:31,Fix:浮动信息背景,sunyonghuang
tm=2019-07-29 15:43:04,Fix:0002592: 成长基金；点击无反应,sunyonghuang
tm=2019-07-29 16:21:31,Fix:0002591: 签到，点击签到报错，之后闪退,sunyonghuang
tm=2019-07-29 16:29:04,Fix:0002598: 好友界面,sunyonghuang
tm=2019-07-29 16:38:24,Fix:0002596: 七天好礼；点击报错,sunyonghuang
tm=2019-07-29 16:41:16,Fix:0002595: 限时神将点击报错,sunyonghuang
tm=2019-07-29 16:45:48,Fix:'H-'引用修改为'H_',sunyonghuang
tm=2019-07-29 17:02:34,Fix:GM界面报错问题,sunyonghuang
tm=2019-07-29 17:23:26,Fix:进入布阵报错！,sunyonghuang
tm=2019-07-29 18:51:16,Fix:0002590: 战斗；点击战斗无反应,sunyonghuang
tm=2019-07-29 19:03:07,Fix:0002586: 点击公会战报错,sunyonghuang
tm=2019-07-29 19:09:19,Fix:0002585: 烽火台；图标缺失，点击快速通关报错，点击开战无反应,sunyonghuang
tm=2019-07-29 19:28:15,Fix:0002580: 过关斩将点击打不开界面,sunyonghuang
tm=2019-07-29 19:31:03,Fix:0002579: 仓库；点击使用或者合成没有反应,sunyonghuang
tm=2019-07-29 19:37:32,Fix:0002581: 神兵；主城点击神兵图标无反应,sunyonghuang
tm=2019-07-29 19:49:58,Fix:0002577: 兵营；升级和扩充的时候报错,sunyonghuang
tm=2019-07-29 19:53:17,Fix:0002576: 星宿；点击星宿升级报错,sunyonghuang
tm=2019-07-29 20:01:11,Fix:0002575: 点击国战报错,sunyonghuang
tm=2019-07-30 09:10:40,Fix:0002573: 缺少充值奖励图标,sunyonghuang
tm=2019-07-30 09:49:10,Fix:战斗测试入口按钮添加,sunyonghuang
tm=2019-07-30 09:59:10,Fix:0002606: 副本战斗结束后报错,sunyonghuang
tm=2019-07-30 10:06:52,Fix:0002605: 烽火台；点击快速通关报错,sunyonghuang
tm=2019-07-30 10:40:06,Fix:0002604: 观战缺少资源,sunyonghuang
tm=2019-07-30 10:59:20,Fix:0002537: 聊天界面->从好友界面打开私聊，聊天界面没有显示在最前面,sunyonghuang
tm=2019-07-30 11:21:36,Fix:创建英雄icon报错追加日志,sunyonghuang
tm=2019-07-30 14:14:42,Fix:0002597: 问鼎天下，点击投一下报错,sunyonghuang
tm=2019-07-30 14:44:37,Fix:聊天表情修改资源名,sunyonghuang
tm=2019-07-30 14:45:37,Fix:主城刷新红点、黑点、黄点报错,sunyonghuang
tm=2019-07-30 15:29:19,Fix:资源报错修复,sunyonghuang
tm=2019-07-30 15:57:11,Fix:0002617: 战场里资源不见,sunyonghuang
tm=2019-07-31 09:32:15,Fix:0002628: 烽火台->界面放大后，都糊了能不能不要单独放大，需要资源我和美术说、后面的箭头帮忙隐藏掉，不然会以为可以左右点击,sunyonghuang
tm=2019-07-31 09:33:51,Fix:聊天资源报错,sunyonghuang
tm=2019-07-31 10:58:57,Fix:问鼎天下没有次数的时候，点击骰子提示,sunyonghuang
tm=2019-07-31 16:57:50,Fix:问鼎天下，骰子大小,sunyonghuang
tm=2019-07-31 17:13:17,Fix:资源名称修改,sunyonghuang
tm=2019-07-31 17:24:57,Fix:	0002634: 战场的头像,sunyonghuang
tm=2019-07-31 17:38:00,Fix:0002632: 烽火台,sunyonghuang
tm=2019-07-31 17:40:37,Fix:0002625: 礼包缺少选中效果,sunyonghuang
tm=2019-07-31 18:16:56,Fix:0002564: 仓库->去掉点击合成，使用，去获取，需要再弹出一个物品信息的弹窗，直接弹出使用，合成，获取的界面,sunyonghuang
tm=2019-07-31 19:07:22,Fix:0002629: 布阵报错,sunyonghuang
tm=2019-08-01 15:02:18,Fix:0002620: 一波特效,sunyonghuang
tm=2019-08-01 15:51:35,Fix:0002643: 成长基金->这个是数字是程序组合的美术字，需告知下这个1000是配在哪里的，现在要改成10000,sunyonghuang
tm=2019-08-02 09:38:03,Fix:0002655: 礼包开启->非可选择礼拜开启报错,sunyonghuang
tm=2019-08-02 10:30:54,Fix:0002658: 可选择礼包开启->	不能进行批量开启，选择20个却只开启了一个,sunyonghuang
tm=2019-08-02 14:08:59,Fix:进阶粒子特效报错,sunyonghuang
tm=2019-08-02 14:12:38,Fix:拜将特效资源名修改,sunyonghuang
tm=2019-08-02 15:09:03,Fix:0002670: 烽火台，点击区域跳转错误->图中红圈的部分，现在点击是跳转快速通关，正确的应该是进入布阵界面,sunyonghuang
tm=2019-08-02 16:16:28,Fix:0002663: 玩家升级界面,sunyonghuang
tm=2019-08-05 09:09:08,Fix:通讯进菊花框圈圈特效,sunyonghuang
tm=2019-08-05 10:06:50,Fix:0002670: 烽火台，如果已经是三星副本，点击直接快速扫荡,sunyonghuang
tm=2019-08-05 13:55:03,Fix:扫荡令购买提示,sunyonghuang
tm=2019-08-05 15:56:46,Fix:0002701: 仓库没有物品是，添加暂无物品字样,sunyonghuang
tm=2019-08-05 16:03:07,Fix:0002699: 国家任务，个人挑战领取报错,sunyonghuang
tm=2019-08-05 16:06:52,Fix:0002698: 问鼎天下->播动画摇骰子动画的时候，把后面的骰子隐藏下，不然现在回漏出来,sunyonghuang
tm=2019-08-05 16:14:09,Fix:0002696: 次数不足，快速通关按钮一并置灰,sunyonghuang
tm=2019-08-05 16:41:52,Fix:0002663: 玩家升级界面->1.能否改成点击任意位置关闭该界面，如果麻烦的话，就把【确定】按钮往下移，不要盖住旗2.增加界面特效H_ui_dengjitisheng.plist 等级提升,sunyonghuang
tm=2019-08-05 16:48:14,Fix:0002681: 商场出售杂物，物品位置超出边框,sunyonghuang
tm=2019-08-05 17:01:05,Fix:0002687: 器械营；器械无法改造,sunyonghuang
tm=2019-08-05 17:08:08,Fix:0002691: 器械营；上下icon统一大小，字体颜色,sunyonghuang
tm=2019-08-05 17:37:47,Fix:0002707: 国战瞬移->	点击“瞬移”报错,sunyonghuang
tm=2019-08-05 17:41:39,Fix:0002690: 器械营技能框修改->修改城和器械营界面一样的圆形技能框,sunyonghuang
tm=2019-08-05 17:54:46,Fix:0002692: 器械营；未解锁的器械，红框中的icon应该是隐藏的,sunyonghuang
tm=2019-08-05 19:16:36,Fix:0002689: 布阵界面，器械营按钮点击进来应默认已解锁的器械->已解锁默认是在第一个未解锁默认不显示选中框的,sunyonghuang
tm=2019-08-06 10:21:48,Fix:0002688: 副本战斗主将技能控件未居中对齐,sunyonghuang
tm=2019-08-06 10:36:04,Fix:0002714: 好友；文件缺失,sunyonghuang
tm=2019-08-06 10:39:04,Fix:'H_shuxing_toumingditu' 资源名称多了空格,sunyonghuang
tm=2019-08-06 14:38:29,Fix:0002723: 会员商店；会员商店缺少图片,sunyonghuang
tm=2019-08-06 15:07:07,Fix:0002727: 过关斩将->布阵界面的武将头像少了个战力的显示,sunyonghuang
tm=2019-08-06 15:36:50,Fix:0002721: 士兵；文件缺失,sunyonghuang
tm=2019-08-07 11:11:46,Fix:0002717: 比武场头像和模型->1.比武场玩家头像改成读表2.头像框要用角色信息的头像框3.比武场展示模型改成读表,sunyonghuang
tm=2019-08-07 15:02:51,Fix:0002740: 神兵；文件缺失,sunyonghuang
tm=2019-08-07 16:28:45,Fix:0002708: 星宿->	1.里面的八卦每个背景有不同的八卦，读配置2.星宿可点击的时候没放到前面0002678: 星宿->1.流星特效 应该在底层2.左右两边的星星位置应该偏上点，现在在线的下面是错的，应该是在线的中间3.bug:点击一颗星，之后要自动旋转另外一颗星出来在中间,sunyonghuang
tm=2019-08-07 16:35:12,Fix:0002743: 七天好礼；文件缺失,sunyonghuang
tm=2019-08-07 17:02:19,Fix:0002746: 武将品质icon替换,sunyonghuang
tm=2019-08-07 17:29:15,Fix:比武场超过2000名次排名的兼容判断,sunyonghuang
tm=2019-08-08 13:35:44,Fix:0002540: 奇观争夺战，队伍重叠->五路，有六支队伍再打，有一支应该处于排队状态,sunyonghuang
tm=2019-08-08 14:08:11,Fix:0002754: 过关斩将；宝箱的特效又被挡住了,sunyonghuang
tm=2019-08-08 14:26:50,Fix:0002766: 充值界面->框里帮忙加个底,sunyonghuang
tm=2019-08-08 15:37:52,Fix:0002748: 问鼎天下；文件缺失,sunyonghuang
tm=2019-08-08 16:23:52,Fix:0002756: 比武场->挑战次数满5次的时候，这个“+”号按钮置灰,sunyonghuang
tm=2019-08-08 16:55:43,Fix:0002758: 奇观争夺战，队伍战斗结束后，观战按钮未消失,sunyonghuang
tm=2019-08-08 17:07:08,Fix:国战点击观战进入战斗场景，删除观战按钮缓存数据,防止返回当前场景的时候报错,sunyonghuang
tm=2019-08-08 17:07:27,Fix:0002774: 国战战斗里的聊天按钮未换成新的,sunyonghuang
tm=2019-08-08 17:19:42,Fix:0002773: 镶嵌宝石报错,sunyonghuang
tm=2019-08-08 17:51:27,Fix:0002771: 星宿->升星信息没有显示,sunyonghuang
tm=2019-08-09 09:04:30,Fix:0002775: 不可招募武将的时候,sunyonghuang
tm=2019-08-09 14:17:42,Fix:0002776: 过关斩将->战斗超时时算进攻方胜利，但是结算界面显示战斗失败,sunyonghuang
tm=2019-08-09 16:26:12,Fix:关闭开启3倍加速提醒界面,sunyonghuang
tm=2019-08-09 17:41:17,Fix:星图自动旋转，新手引导出错,sunyonghuang
tm=2019-08-09 17:58:04,Fix:0002786: 士兵->士兵 里面的士兵模型太小了，调大点,sunyonghuang
tm=2019-08-12 11:28:44,Fix:0002788: 过关斩将->胜利结算界面，显示的都是没有上阵的武将,sunyonghuang
tm=2019-08-13 09:23:44,Fix:0002797: 竞技场威望未领取时进行挑战，累计可领取会被清零,sunyonghuang
tm=2019-08-13 13:34:03,Fix:0002799: 星宿界面，点击几次升星后，出现点击无反应情况->如题，关闭界面重开后可以再次升星，但点了几次之后出现同样的情况,sunyonghuang
tm=2019-08-14 14:46:12,Fix:0002803: 国战界面->队伍在行走过程中，选中即将抵达的一座城让他停留在哪里，但过一会又会直接瞬移到之前的指定城池,sunyonghuang
tm=2019-08-21 14:47:41,Fix:远征"关羽"武将在场的时候，弹窗去掉,sunyonghuang
tm=2019-08-21 15:04:14,Fix:战报不同步问题修复(1)!,sunyonghuang
tm=2019-08-21 16:16:02,Fix:防止安卓上部分部分账号闪退,sunyonghuang
tm=2019-08-22 13:30:49,Fix:主城界面增加GM账号，4格漫画测试入口,sunyonghuang
tm=2019-08-22 14:59:22,Fix:4格动画背景大小适配,sunyonghuang
tm=2019-08-22 15:19:48,Fix:删除主城界面增加的："GM账号，4格漫画测试入口。"按钮,sunyonghuang
tm=2019-08-23 10:57:07,Fix:0002833: 比武场主将技能错乱,sunyonghuang
tm=2019-08-26 17:44:13,Fix:比武场防守方不会释放必杀技问题，其实所有战场防守方都有问题（暂时恢复因为调整不同步的修改）,因为看字段，isPlayCtrl只是控制是否可以释放必杀技,sunyonghuang
